,weight,bias
UTS_Al_1,-43.53,236.51
UTS_Al_2+Si,33.17,200.91
UTS_AlSc2Si2,1399.72,204.21
YS_Al_1,-2.01,121.05
YS_Al_2+Si,-6.63,123.83
YS_AlSc2Si2,-540.88,125.91
EL_Al_1,6.13,4.31
EL_Al_2+Si,-5.67,9.86
EL_AlSc2Si2,-269.90,9.62
