2.022,2.949,-0.037,2.390,0.164,2.574,3.483,-0.871,2.947,0.421
-0.032,0.225,-0.205,-0.078,-0.172,-0.235,0.148,-0.305,-0.185,0.001
2.659,1.413,0.047,0.949,0.329,0.830,3.583,-0.864,3.378,0.924
0.055,-0.234,-0.079,-0.019,-0.224,-0.245,-0.073,-0.170,0.172,-0.114
1.365,2.997,-0.266,3.459,0.881,3.666,2.152,-0.169,2.194,1.268
