,PH_Al,PH_Si,PH_AlSi2Sr,EL_Sr
170,0.9039889,0.047369145,0.001228828,0.085
171,0.9039821,0.047366656,0.0012365468,0.0855
172,0.9039752,0.047364198,0.0012442954,0.086
173,0.9039685,0.047361724,0.0012520142,0.0865
174,0.9039616,0.047359265,0.0012597628,0.087
175,0.9039548,0.047356777,0.0012674965,0.0875
176,0.903948,0.047354303,0.0012752302,0.088
177,0.9039411,0.04735183,0.0012829863,0.0885
178,0.9039343,0.047349356,0.0012906902,0.089
179,0.9039275,0.047346883,0.0012984388,0.0895
180,0.9039207,0.047344394,0.0013061799,0.09
181,0.9039138,0.047341935,0.0013139136,0.0905
182,0.903907,0.047339432,0.0013216548,0.091
183,0.9039002,0.047336973,0.0013293736,0.0915
184,0.9038934,0.047334515,0.0013370998,0.092
185,0.9038866,0.04733204,0.0013448261,0.0925
186,0.9038797,0.047329552,0.0013525896,0.093
187,0.9038729,0.047327094,0.0013603307,0.0935
188,0.903866,0.047324605,0.001368057,0.094
189,0.9038593,0.047322117,0.0013757907,0.0945
190,0.9038524,0.047319673,0.001383502,0.095
191,0.9038456,0.0473172,0.0013912581,0.0955
192,0.9038387,0.047314696,0.0013989992,0.096
193,0.9038319,0.047312222,0.001406733,0.0965
194,0.9038251,0.047309764,0.0014144517,0.097
195,0.9038182,0.047307275,0.0014221855,0.0975
196,0.9038115,0.0473048,0.0014299192,0.098
197,0.9038047,0.047302328,0.0014376454,0.0985
198,0.9037978,0.047299854,0.0014453866,0.099
199,0.903791,0.04729738,0.0014531203,0.0995
200,0.9037841,0.047294907,0.0014608465,0.1
201,0.9037773,0.047292434,0.0014685802,0.1005
202,0.9037705,0.04728996,0.0014763139,0.101
203,0.9037637,0.047287486,0.00148407,0.1015
204,0.9037569,0.047285013,0.0014918037,0.102
205,0.90375,0.04728254,0.0014995299,0.1025
206,0.9037432,0.04728005,0.0015072636,0.103
207,0.9037364,0.047277577,0.0015149973,0.1035
208,0.9037296,0.047275104,0.0015227385,0.104
209,0.9037227,0.047272615,0.0015304796,0.1045
210,0.9037159,0.04727017,0.0015382059,0.105
211,0.9037091,0.047267683,0.0015459247,0.1055
212,0.9037022,0.047265194,0.0015536584,0.106
213,0.9036955,0.047262736,0.001561407,0.1065
214,0.9036885,0.047260277,0.0015691333,0.107
215,0.9036818,0.04725779,0.0015768744,0.1075
216,0.9036749,0.047255315,0.0015846081,0.108
217,0.9036682,0.047252826,0.0015923493,0.1085
218,0.9036613,0.047250383,0.0016000755,0.109
219,0.9036545,0.047247894,0.0016078167,0.1095
220,0.9036477,0.04724542,0.0016155504,0.11
221,0.9036408,0.047242932,0.0016232766,0.1105
222,0.903634,0.04724046,0.0016310103,0.111
223,0.9036272,0.047237985,0.0016387515,0.1115
224,0.9036203,0.04723551,0.0016464703,0.112
225,0.9036135,0.047233038,0.0016542189,0.1125
226,0.9036067,0.047230564,0.0016619451,0.113
227,0.9035999,0.04722809,0.0016696937,0.1135
228,0.903593,0.047225602,0.0016774274,0.114
229,0.9035862,0.047223143,0.0016851537,0.1145
230,0.9035794,0.04722067,0.0016928874,0.115
231,0.9035726,0.047218196,0.0017006435,0.1155
232,0.9035658,0.047215708,0.0017083623,0.116
233,0.9035589,0.04721325,0.0017160885,0.1165
234,0.9035521,0.047210775,0.0017238222,0.117
235,0.9035452,0.047208272,0.0017315708,0.1175
236,0.9035384,0.047205813,0.0017393045,0.118
237,0.9035316,0.04720334,0.0017470233,0.1185
238,0.9035247,0.047200866,0.001754757,0.119
239,0.903518,0.047198392,0.0017624982,0.1195
240,0.9035111,0.047195904,0.0017702393,0.12
241,0.9035043,0.047193445,0.001777973,0.1205
242,0.90349764,0.04719097,0.0017856956,0.121
243,0.9034906,0.047188483,0.0017934404,0.1215
244,0.9034838,0.04718601,0.0018011741,0.122
245,0.903477,0.047183536,0.0018089041,0.1225
246,0.9034702,0.047181062,0.0018166415,0.123
247,0.9034633,0.04717859,0.001824379,0.1235
248,0.9034565,0.047176115,0.001832109,0.124
249,0.9034497,0.04717364,0.0018398426,0.1245
250,0.9034429,0.047171168,0.0018475763,0.125
