,weight,bias
UTS_Al_1,-2626.18,1530.52
UTS_Al_2,29.67,196.23
UTS_Si,2679.85,73.67
UTS_AlSi2Sr,-4901.89,206.26
YS_Al_1,-1451.64,826.78
YS_Al_2,16.17,88.81
YS_Si,2220.10,-14.08
YS_AlSi2Sr,-3802.39,95.49
EL_Al_1,514.74,-246.67
EL_Al_2,-3.17,13.69
EL_Si,-619.01,42.59
EL_AlSi2Sr,-110.52,13.30
