,weight,bias
UTS_Al_1,-39.39,242.06
UTS_Al_2+Si,30.68,209.68
UTS_AlSc2Si2,1347.56,212.26
YS_Al_1,-3.00,126.58
YS_Al_2+Si,-4.48,127.75
YS_AlSc2Si2,-386.85,129.33
EL_Al_1,6.68,3.80
EL_Al_2+Si,-6.18,9.81
EL_AlSc2Si2,-296.85,9.56
