,weight,bias
UTS_Al_1,-0.46,0.06
UTS_Al_2+Si,0.36,0.04
UTS_AlSc2Si2,0.32,0.03
YS_Al_1,-0.05,0.01
YS_Al_2+Si,-0.08,-0.01
YS_AlSc2Si2,-0.13,-0.01
EL_Al_1,0.77,-0.09
EL_Al_2+Si,-0.71,-0.07
EL_AlSc2Si2,-0.68,-0.07
