,weight,bias
UTS_Al_1,-2.14,0.87
UTS_Al_2+Si,1.67,-0.89
UTS_AlSc2Si2,73.29,-0.75
YS_Al_1,-0.24,0.10
YS_Al_2+Si,-0.35,0.19
YS_AlSc2Si2,-30.40,0.31
EL_Al_1,3.57,-1.45
EL_Al_2+Si,-3.30,1.76
EL_AlSc2Si2,-158.72,1.63
