,weight,bias
UTS_Al_1,-39.40,236.89
UTS_Al_2+Si,29.91,204.72
UTS_AlSc2Si2,1263.50,207.69
YS_Al_1,-0.27,121.92
YS_Al_2+Si,-7.61,125.93
YS_AlSc2Si2,-567.79,127.76
EL_Al_1,6.47,4.23
EL_Al_2+Si,-5.88,10.04
EL_AlSc2Si2,-277.02,9.76
