,weight,bias
UTS_Al_1,-0.44,0.05
UTS_Al_2+Si,0.33,0.02
UTS_AlSc2Si2,0.28,0.01
YS_Al_1,-0.00,0.00
YS_Al_2+Si,-0.12,-0.01
YS_AlSc2Si2,-0.18,-0.01
EL_Al_1,0.72,-0.09
EL_Al_2+Si,-0.65,-0.04
EL_AlSc2Si2,-0.61,-0.03
