,weight,bias
UTS_Al_1,-2.87,1.16
UTS_Al_2+Si,2.45,-1.31
UTS_AlSc2Si2,113.68,-1.17
YS_Al_1,0.04,-0.02
YS_Al_2+Si,-0.62,0.33
YS_AlSc2Si2,-43.84,0.45
EL_Al_1,2.80,-1.14
EL_Al_2+Si,-2.56,1.37
EL_AlSc2Si2,-122.31,1.25
