,weight,bias
UTS_Al_1,-58.95,252.21
UTS_Al_2+Si,50.42,201.35
UTS_AlSc2Si2,2336.16,204.33
YS_Al_1,0.48,123.56
YS_Al_2+Si,-7.75,127.90
YS_AlSc2Si2,-545.95,129.35
EL_Al_1,4.79,4.96
EL_Al_2+Si,-4.38,9.25
EL_AlSc2Si2,-209.60,9.06
