1.559,3.261,-0.037,2.580,0.170,2.556,3.909,-0.694,3.345,0.660
-0.032,0.225,-0.205,-0.078,-0.172,-0.235,0.148,-0.305,-0.185,0.001
3.103,1.468,0.047,0.865,-0.108,1.292,3.659,-0.858,2.899,0.746
0.055,-0.234,-0.079,-0.019,-0.224,-0.245,-0.073,-0.170,0.172,-0.114
0.933,3.222,-0.266,3.844,1.099,4.025,2.229,-0.027,2.520,1.430
