,weight,bias
UTS_Al_1,-53.47,244.40
UTS_Al_2,51.56,197.91
UTS_Si,419.43,197.54
UTS_AlSc2Si2,2105.24,200.67
YS_Al_1,2.31,119.43
YS_Al_2,-10.98,125.65
YS_Si,-83.88,125.40
YS_AlSc2Si2,-659.35,127.27
EL_Al_1,3.61,5.95
EL_Al_2,-3.58,9.14
EL_Si,-29.10,9.16
EL_AlSc2Si2,-147.42,8.96
