,weight,bias
UTS_Al_1,-40.97,237.19
UTS_Al_2,36.61,202.97
UTS_Si,299.58,202.60
UTS_AlSc2Si2,1425.33,205.66
YS_Al_1,-3.45,123.06
YS_Al_2,-4.81,123.98
YS_Si,-33.99,123.70
YS_AlSc2Si2,-395.27,125.80
EL_Al_1,7.33,3.94
EL_Al_2,-7.62,10.57
EL_Si,-61.69,10.61
EL_AlSc2Si2,-322.74,10.29
