,weight,bias
UTS_Al_1,-8.86,221.64
UTS_Al_2,6.99,221.07
UTS_Si,7.11,221.09
UTS_AlSc2Si2,6.14,220.86
YS_Al_1,-0.75,121.75
YS_Al_2,-0.92,121.60
YS_Si,-0.81,121.61
YS_AlSc2Si2,-1.70,121.59
EL_Al_1,1.58,6.72
EL_Al_2,-1.46,6.81
EL_Si,-1.46,6.80
EL_AlSc2Si2,-1.39,6.84
