,weight,bias
UTS_Al_1,-2.31,0.94
UTS_Al_2,2.07,-1.00
UTS_Si,16.92,-1.02
UTS_AlSc2Si2,80.49,-0.84
YS_Al_1,-0.26,0.11
YS_Al_2,-0.37,0.18
YS_Si,-2.60,0.16
YS_AlSc2Si2,-30.21,0.32
EL_Al_1,3.50,-1.42
EL_Al_2,-3.64,1.75
EL_Si,-29.45,1.77
EL_AlSc2Si2,-154.07,1.61
