,weight,bias
UTS_Al_1,-2.72,1.10
UTS_Al_2+Si,2.28,-1.24
UTS_AlSc2Si2,103.02,-1.08
YS_Al_1,0.15,-0.06
YS_Al_2+Si,-0.73,0.40
YS_AlSc2Si2,-50.49,0.53
EL_Al_1,2.73,-1.11
EL_Al_2+Si,-2.46,1.33
EL_AlSc2Si2,-115.68,1.21
