-0.805,0.096,1.001,-2.487
-1.077,-0.058,0.544,-3.340
1.032,-0.996,-0.222,-0.575
-0.480,0.050,0.530,-2.330
-1.255,-0.305,0.561,-1.639
-0.375,0.446,-0.037,0.397
0.456,0.022,-0.719,-0.316
0.278,0.562,0.951,-0.727
-0.428,0.267,1.383,-1.430
-0.616,0.179,1.248,-0.819
