186.79134,107.36879
187.93324,108.186325
190.32536,110.11088
196.8051,114.60868
198.24348,114.00658
198.37202,111.87429
198.97374,110.12854
200.05809,108.7548
201.54109,107.74883
203.45625,107.10224
205.92644,106.86931
208.93025,107.156
211.41869,106.932884
208.26915,101.62016
212.05086,102.52411
216.22975,103.754814
213.68863,98.916115
218.44148,100.6179
216.4503,96.27387
216.43663,94.40879
188.81372,108.639946
190.07463,109.52688
195.28761,113.22418
198.79959,115.85853
200.58507,116.094246
201.37206,114.54807
201.97221,112.80498
209.96608,117.58572
204.52504,110.401405
206.41644,109.72283
208.21129,108.88279
211.42067,109.34963
214.38132,109.56846
215.9405,108.43397
214.54161,104.7223
218.50401,105.76924
216.16566,101.09959
220.47545,102.40998
218.45772,98.03131
224.84251,101.91738
188.77147,108.612946
189.88103,109.40554
195.10432,113.11122
199.0392,116.00848
200.24046,115.7611
207.49821,119.99211
207.8756,118.043365
208.51701,116.2724
210.63362,115.81536
212.08446,114.745155
206.95975,107.74276
210.16035,108.19457
213.10756,108.39476
214.67082,107.27169
213.26863,103.55775
217.43779,104.777626
220.49338,104.91261
219.18825,101.22965
222.35095,101.47203
222.54503,99.802376
188.5778,108.49088
191.78177,110.60224
195.92072,113.62092
198.70784,115.80281
205.27148,120.23119
205.81168,118.45133
206.18678,116.5055
206.58202,114.50149
207.81816,113.26179
211.49983,114.20078
213.09962,113.20247
209.33224,107.41975
212.4901,107.80732
213.63603,106.332405
219.1643,108.786316
216.36732,103.785095
220.77621,105.14626
218.11858,100.24262
223.27884,102.27639
223.3625,100.48249
188.38005,108.3661
191.59663,110.487724
195.44197,113.32238
198.06769,115.40157
204.02553,119.08207
203.94568,116.760445
206.265,116.54539
206.89296,114.7558
208.36656,113.74261
210.4574,113.23078
212.04079,112.215164
214.79243,112.26486
211.217,106.63427
213.25938,105.974724
216.75223,106.58321
215.32063,102.82549
220.15112,104.557495
224.22716,105.65788
222.40367,101.448265
222.41364,99.58457
188.03346,108.147606
192.71214,111.185425
194.95613,113.01864
200.84816,117.14945
202.57303,117.75703
204.90001,117.57453
205.25478,115.61786
205.8701,113.81689
207.5364,112.957375
208.79704,111.728516
211.2275,111.46029
214.20381,111.71756
217.33745,112.069496
212.8608,105.5785
217.04814,106.830925
221.20332,108.0391
218.36372,102.992455
222.91864,104.447624
220.89095,100.0678
221.47725,98.70488
190.90129,109.948204
194.14244,112.09126
197.10582,114.37453
199.73311,116.4569
207.205,121.58798
206.51181,118.881355
207.94023,117.87312
208.32623,115.8704
209.72359,114.75104
212.04713,114.45365
213.19789,113.08352
216.76253,113.824745
217.67598,112.18537
216.71165,108.831154
219.3189,108.668755
223.2491,109.68264
220.38235,104.6027
224.91685,106.037575
222.65137,101.450485
224.01337,100.723854
192.92325,111.217514
193.31703,111.576775
198.79822,115.44221
202.31483,118.081505
204.7184,119.43861
211.67842,123.38001
210.42393,119.963615
212.14598,119.17211
212.86992,117.43911
215.82942,117.718094
216.50139,115.90894
220.27657,116.8394
216.2257,110.77401
219.49672,111.17173
221.43063,110.40513
226.90266,112.80645
224.00381,107.69253
228.3033,108.91688
226.20235,104.4618
228.16948,104.24557
192.81343,111.14663
195.75209,113.10694
199.13802,115.656685
205.29225,119.95189
208.44655,122.37399
209.72737,121.54992
215.84273,124.72961
217.09944,123.49775
216.89442,120.93178
220.49733,121.780876
225.34644,123.69373
224.93378,120.89463
220.62148,114.59257
223.8975,115.05146
227.36794,115.61599
231.24193,116.56878
229.4905,112.41303
232.37936,112.438545
230.4933,108.19393
233.01701,108.41078
196.28645,113.329216
199.60143,115.51968
202.54326,117.79133
208.25945,121.81361
212.12831,124.68261
214.7455,125.976494
215.01299,123.91001
221.841,127.66317
220.95026,124.47863
224.08034,124.894554
226.28596,124.44999
222.61382,118.715706
225.2534,118.63633
227.02171,117.741005
231.51247,119.21421
233.56093,118.5102
233.13472,115.54865
236.49084,116.01645
234.9782,112.07901
237.89267,112.619576
198.54454,114.74781
199.3206,115.34142
204.92813,119.2875
208.38992,121.892586
215.07208,126.52837
218.56984,129.17111
220.213,128.49231
219.8829,125.85328
221.64317,125.04937
223.40764,124.2351
223.81364,122.17517
227.07259,122.62936
230.11786,122.89754
234.68027,124.4506
236.1168,123.24004
232.97664,117.91544
237.22203,119.1818
240.81029,119.78005
239.28123,115.82627
242.98628,117.025246
199.31602,115.2316
