,PH_Al,PH_Eut,PH_AlSc2Si2,EL_Sc
562,0.5259342,0.46234578,0.008358218,0.562
563,0.5252921,0.46297303,0.008373231,0.563
564,0.52465,0.46360022,0.008388244,0.564
565,0.5240079,0.4642274,0.008403249,0.565
566,0.52336586,0.4648546,0.008418262,0.566
567,0.52272373,0.46548182,0.008433275,0.567
568,0.5220816,0.46610904,0.008448288,0.568
569,0.52143955,0.46673623,0.008463301,0.569
570,0.52079743,0.46736342,0.008478314,0.57
571,0.5201554,0.46799064,0.008493327,0.571
572,0.51951325,0.46861786,0.008508332,0.572
573,0.5188711,0.46924508,0.008523345,0.573
574,0.51822907,0.46987224,0.008538358,0.574
575,0.517587,0.47049943,0.008553363,0.575
576,0.5169449,0.47112662,0.008568376,0.576
577,0.51630276,0.47175387,0.008583382,0.577
578,0.5156607,0.47238106,0.008598395,0.578
579,0.5150186,0.47300825,0.008613415,0.579
580,0.5143765,0.47363544,0.008628428,0.58
581,0.51373446,0.47426265,0.008643426,0.581
582,0.5130923,0.47488987,0.008658446,0.582
583,0.5124502,0.4755171,0.008673459,0.583
584,0.51180816,0.47614425,0.008688465,0.584
585,0.51116604,0.47677147,0.008703478,0.585
586,0.5105239,0.4773987,0.008718483,0.586
587,0.50988185,0.47802588,0.008733496,0.587
588,0.50923973,0.47865307,0.008748502,0.588
589,0.5085977,0.4792803,0.008763522,0.589
590,0.50795555,0.47990748,0.008778527,0.59
591,0.50731343,0.4805347,0.008793548,0.591
592,0.50667137,0.48116192,0.008808553,0.592
593,0.50602925,0.4817891,0.008823551,0.593
594,0.5053872,0.48241627,0.008838572,0.594
595,0.50474507,0.48304352,0.0088535845,0.595
596,0.504103,0.4836707,0.00886859,0.596
597,0.5034609,0.48429793,0.008883603,0.597
598,0.5028188,0.48492512,0.008898616,0.598
599,0.50217676,0.4855523,0.008913629,0.599
600,0.5015346,0.48617953,0.008928634,0.6
601,0.5008925,0.48680672,0.008943647,0.601
602,0.5002504,0.4874339,0.008958653,0.602
603,0.49960834,0.4880611,0.008973666,0.603
604,0.49896625,0.48868832,0.008988678,0.604
605,0.49832413,0.48931557,0.009003699,0.605
606,0.49768203,0.48994273,0.009018704,0.606
607,0.49703997,0.49056992,0.009033717,0.607
608,0.49639785,0.49119714,0.00904873,0.608
609,0.49575573,0.49182436,0.009063736,0.609
610,0.49511364,0.49245155,0.0090787485,0.61
611,0.49447155,0.49307874,0.009093754,0.611
612,0.4938295,0.49370593,0.009108767,0.612
613,0.4931874,0.49433315,0.00912378,0.613
614,0.49254525,0.49496037,0.0091388,0.614
615,0.4919032,0.49558756,0.009153798,0.615
616,0.4912611,0.49621478,0.009168819,0.616
617,0.490619,0.49684197,0.0091838315,0.617
618,0.4899769,0.49746913,0.0091988295,0.618
619,0.48933482,0.4980964,0.00921385,0.619
620,0.4886927,0.49872357,0.009228863,0.62
621,0.48805064,0.4993508,0.009243876,0.621
622,0.48740855,0.49997795,0.009258881,0.622
623,0.48676643,0.5006052,0.009273894,0.623
624,0.48612434,0.5012324,0.0092889,0.624
625,0.48548225,0.5018596,0.0093039125,0.625
626,0.48484015,0.50248677,0.009318925,0.626
627,0.4841981,0.503114,0.009333923,0.627
628,0.48355594,0.5037412,0.009348944,0.628
629,0.48291385,0.5043684,0.009363964,0.629
630,0.4822718,0.5049956,0.00937897,0.63
631,0.48162967,0.5056228,0.009393975,0.631
632,0.48098755,0.50625,0.009408988,0.632
633,0.48034546,0.50687724,0.0094239935,0.633
634,0.4797034,0.5075044,0.009439006,0.634
635,0.4790613,0.5081316,0.009454019,0.635
636,0.4784192,0.50875884,0.009469032,0.636
637,0.4777771,0.50938606,0.009484038,0.637
638,0.477135,0.5100132,0.009499051,0.638
639,0.47649294,0.51064044,0.009514071,0.639
640,0.47585082,0.51126766,0.009529069,0.64
641,0.47520873,0.5118948,0.009544082,0.641
642,0.47456664,0.51252204,0.009559095,0.642
643,0.47392455,0.51314926,0.009574108,0.643
644,0.47328246,0.5137764,0.009589121,0.644
645,0.47264034,0.51440364,0.009604134,0.645
646,0.47199824,0.51503086,0.009619139,0.646
647,0.47135615,0.5156581,0.009634152,0.647
648,0.47071406,0.5162853,0.009649165,0.648
649,0.47007197,0.51691246,0.009664178,0.649
650,0.46942988,0.5175397,0.009679198,0.65
651,0.46878776,0.5181669,0.009694204,0.651
652,0.46814567,0.51879406,0.009709217,0.652
653,0.4675036,0.5194213,0.009724222,0.653
654,0.46686152,0.5200485,0.009739235,0.654
655,0.46621943,0.52067566,0.009754248,0.655
656,0.4655773,0.5213029,0.009769253,0.656
657,0.4649352,0.5219301,0.009784266,0.657
658,0.46429312,0.5225573,0.009799279,0.658
659,0.46365103,0.5231845,0.009814292,0.659
660,0.4630089,0.5238117,0.009829298,0.66
661,0.46236682,0.5244389,0.009844318,0.661
662,0.46172473,0.52506614,0.009859309,0.662
663,0.46108264,0.5256933,0.0098743215,0.663
664,0.46044058,0.5263205,0.009889334,0.664
665,0.45979846,0.52694774,0.009904355,0.665
666,0.45915633,0.5275749,0.00991936,0.666
667,0.45851427,0.5282021,0.009934373,0.667
668,0.45787218,0.52882934,0.009949386,0.668
669,0.45723006,0.52945656,0.009964392,0.669
670,0.45658797,0.5300838,0.0099794045,0.67
671,0.45594588,0.53071094,0.00999441,0.671
672,0.4553038,0.5313381,0.010009423,0.672
673,0.45466173,0.5319653,0.010024436,0.673
674,0.45401958,0.53259254,0.010039456,0.674
675,0.4533775,0.53321975,0.010054454,0.675
676,0.45273542,0.533847,0.010069475,0.676
677,0.45209333,0.53447413,0.0100844875,0.677
678,0.45145124,0.53510135,0.0100994855,0.678
679,0.45080912,0.5357286,0.010114506,0.679
680,0.45016703,0.53635573,0.010129511,0.68
681,0.44952494,0.53698295,0.010144524,0.681
682,0.44888285,0.5376102,0.010159537,0.682
683,0.44824073,0.5382374,0.010174543,0.683
684,0.44759864,0.5388646,0.010189556,0.684
685,0.44695657,0.5394918,0.0102045685,0.685
686,0.44631445,0.540119,0.010219581,0.686
687,0.4456724,0.54074615,0.010234587,0.687
688,0.44503027,0.5413734,0.010249607,0.688
689,0.44438818,0.5420006,0.010264605,0.689
690,0.4437461,0.5426278,0.010279633,0.69
691,0.443104,0.543255,0.010294639,0.691
692,0.4424619,0.5438822,0.0103096515,0.692
693,0.44181982,0.5445094,0.010324657,0.693
694,0.4411777,0.5451366,0.01033967,0.694
695,0.44053563,0.5457638,0.010354683,0.695
696,0.43989354,0.546391,0.010369688,0.696
697,0.43925142,0.54701823,0.010384701,0.697
698,0.4386093,0.54764545,0.010399722,0.698
699,0.43796724,0.5482726,0.01041472,0.699
700,0.43732515,0.54889977,0.010429725,0.7
701,0.43668306,0.54952705,0.010444738,0.701
702,0.43604094,0.5501542,0.010459751,0.702
703,0.43539885,0.5507814,0.010474771,0.703
704,0.43475676,0.55140865,0.010489777,0.704
705,0.43411466,0.5520358,0.01050479,0.705
706,0.43347257,0.552663,0.010519803,0.706
707,0.43283048,0.55329025,0.010534808,0.707
708,0.4321884,0.55391747,0.010549821,0.708
709,0.43154627,0.5545446,0.010564826,0.709
710,0.4309042,0.55517185,0.010579839,0.71
711,0.4302621,0.555799,0.010594852,0.711
712,0.42962,0.5564263,0.010609858,0.712
713,0.4289779,0.55705345,0.010624878,0.713
714,0.42833582,0.55768067,0.010639891,0.714
715,0.42769372,0.5583079,0.010654904,0.715
716,0.4270516,0.5589351,0.010669909,0.716
717,0.4264095,0.5595623,0.010684922,0.717
718,0.42576745,0.5601895,0.010699928,0.718
719,0.42512533,0.5608167,0.010714948,0.719
720,0.4244832,0.5614439,0.010729954,0.72
721,0.42384115,0.5620711,0.010744974,0.721
722,0.42319906,0.5626983,0.010759972,0.722
723,0.42255697,0.56332546,0.010774985,0.723
724,0.42191488,0.5639527,0.010790005,0.724
725,0.42127275,0.5645799,0.010805011,0.725
726,0.42063066,0.5652071,0.010820024,0.726
727,0.41998857,0.5658343,0.010835037,0.727
728,0.4193465,0.5664615,0.010850042,0.728
729,0.4187044,0.5670887,0.010865055,0.729
730,0.4180623,0.56771594,0.010880068,0.73
731,0.41742018,0.56834316,0.010895073,0.731
732,0.41677812,0.5689703,0.010910086,0.732
733,0.41613603,0.5695975,0.010925092,0.733
734,0.4154939,0.57022476,0.010940105,0.734
735,0.4148518,0.5708519,0.010955118,0.735
736,0.41420972,0.57147914,0.010970138,0.736
737,0.41356763,0.57210636,0.0109851435,0.737
738,0.41292557,0.5727335,0.011000149,0.738
739,0.41228342,0.5733608,0.011015169,0.739
740,0.41164133,0.57398796,0.011030167,0.74
741,0.41099927,0.5746151,0.01104518,0.741
742,0.41035718,0.57524234,0.011060193,0.742
743,0.4097151,0.57586956,0.011075206,0.743
744,0.40907297,0.5764967,0.011090219,0.744
745,0.40843087,0.577124,0.0111052245,0.745
746,0.4077888,0.57775116,0.011120237,0.746
747,0.4071467,0.5783783,0.011135243,0.747
748,0.40650457,0.5790056,0.011150263,0.748
749,0.40586248,0.57963276,0.011165261,0.749
750,0.40522042,0.5802599,0.011180282,0.75
