1.065,2.228,-1.597
0.175,1.857,-1.974
-0.037,0.164,-0.230
-0.910,1.197,-1.638
-1.273,-1.565,-0.146
-0.222,2.051,-1.712
-0.532,1.917,-2.455
-1.484,-1.887,-2.890
-0.629,1.174,-2.294
1.296,1.125,-2.033
