2.307,2.320,0.535,0.368,-1.200,0.980,-0.908,0.274,0.012,1.082,0.989,2.208
2.133,0.873,1.652,0.557,-0.073,1.684,-0.616,1.849,1.866,1.594,0.902,1.461
0.891,-0.982,3.164,-0.406,0.301,1.839,-0.623,3.274,2.995,1.783,0.303,-0.276
2.240,0.382,2.749,0.081,0.026,2.005,-0.122,2.903,2.660,2.126,1.017,-0.009
-0.263,-0.047,0.219,0.043,-0.289,0.166,0.152,-0.094,-0.207,-0.009,-0.219,-0.164
1.516,0.485,2.771,0.213,0.541,1.861,-0.648,2.703,3.046,1.476,0.628,0.955
