,weight,bias
UTS_Al_1,-33.93,234.60
UTS_Al_2+Si,26.53,206.49
UTS_AlSc2Si2,1133.47,208.98
YS_Al_1,4.14,118.73
YS_Al_2+Si,-12.24,127.03
YS_AlSc2Si2,-810.55,128.90
EL_Al_1,6.05,4.32
EL_Al_2+Si,-5.56,9.78
EL_AlSc2Si2,-263.00,9.53
