,weight,bias
UTS_Al_1,-2.17,0.88
UTS_Al_2+Si,1.70,-0.92
UTS_AlSc2Si2,72.43,-0.76
YS_Al_1,0.30,-0.12
YS_Al_2+Si,-0.87,0.47
YS_AlSc2Si2,-57.94,0.61
EL_Al_1,3.22,-1.30
EL_Al_2+Si,-2.96,1.60
EL_AlSc2Si2,-139.85,1.47
