,weight,bias
UTS_Al_1,-0.49,0.06
UTS_Al_2,0.39,0.03
UTS_Si,0.40,0.03
UTS_AlSc2Si2,0.34,0.01
YS_Al_1,-0.05,0.01
YS_Al_2,-0.07,-0.01
YS_Si,-0.07,-0.00
YS_AlSc2Si2,-0.13,-0.01
EL_Al_1,0.75,-0.09
EL_Al_2,-0.69,-0.05
EL_Si,-0.69,-0.05
EL_AlSc2Si2,-0.65,-0.03
