,weight,bias
UTS_Al_1,-61.76,252.04
UTS_Al_2+Si,55.09,197.55
UTS_AlSc2Si2,2596.41,200.36
YS_Al_1,-7.62,128.36
YS_Al_2+Si,0.75,124.87
YS_AlSc2Si2,-118.91,126.49
EL_Al_1,5.32,4.60
EL_Al_2+Si,-4.86,9.35
EL_AlSc2Si2,-232.81,9.14
