,weight,bias
UTS_Al_1,-3.15,1.28
UTS_Al_2+Si,2.81,-1.50
UTS_AlSc2Si2,132.24,-1.36
YS_Al_1,-0.62,0.25
YS_Al_2+Si,0.06,-0.03
YS_AlSc2Si2,-9.74,0.10
EL_Al_1,3.06,-1.24
EL_Al_2+Si,-2.79,1.49
EL_AlSc2Si2,-133.74,1.37
