,weight,bias
UTS_Al_1,-0.53,-0.09
UTS_Al_2,0.49,-0.08
UTS_Si,0.50,-0.08
UTS_AlSc2Si2,0.47,-0.08
YS_Al_1,0.05,0.01
YS_Al_2,-0.17,0.03
YS_Si,-0.16,0.03
YS_AlSc2Si2,-0.23,0.04
EL_Al_1,0.43,0.07
EL_Al_2,-0.40,0.07
EL_Si,-0.41,0.07
EL_AlSc2Si2,-0.39,0.06
