,weight,bias
UTS_Al_1,-9.53,220.97
UTS_Al_2,8.91,221.13
UTS_Si,8.94,221.11
UTS_AlSc2Si2,8.48,221.22
YS_Al_1,0.66,120.20
YS_Al_2,-2.18,120.44
YS_Si,-2.07,120.43
YS_AlSc2Si2,-2.96,120.57
EL_Al_1,0.62,7.63
EL_Al_2,-0.59,7.62
EL_Si,-0.59,7.62
EL_AlSc2Si2,-0.56,7.61
