-0.495,0.041,0.942,-2.339
-0.823,-0.165,0.293,-2.881
0.453,-0.293,0.506,-0.138
-0.483,-0.022,0.403,-2.068
-1.386,-0.328,0.479,-1.405
-0.675,0.125,-0.424,0.383
0.278,-0.270,-1.090,-0.212
0.393,0.376,0.684,-0.422
-0.518,0.189,1.279,-1.335
-0.732,0.069,1.102,-0.736
