,weight,bias
UTS_Al_1,-2.93,1.19
UTS_Al_2,2.82,-1.36
UTS_Si,22.97,-1.38
UTS_AlSc2Si2,115.17,-1.21
YS_Al_1,0.29,-0.12
YS_Al_2,-0.99,0.47
YS_Si,-7.58,0.46
YS_AlSc2Si2,-57.27,0.60
EL_Al_1,2.36,-0.96
EL_Al_2,-2.31,1.11
EL_Si,-18.81,1.13
EL_AlSc2Si2,-94.53,0.99
