,weight,bias
UTS_Al_1,-8.49,219.93
UTS_Al_2,6.61,219.25
UTS_Si,6.72,219.28
UTS_AlSc2Si2,5.75,219.01
YS_Al_1,-0.77,121.86
YS_Al_2,-0.79,121.71
YS_Si,-0.69,121.71
YS_AlSc2Si2,-1.53,121.71
EL_Al_1,1.41,6.68
EL_Al_2,-1.30,6.78
EL_Si,-1.31,6.78
EL_AlSc2Si2,-1.25,6.83
