-1.470,0.936,-0.682
0.478,0.410,-0.064
-0.286,-1.194,-0.761
-0.995,-1.485,0.977
-0.772,-0.938,1.547
-0.822,-1.259,-1.549
-0.369,0.321,-2.466
-1.871,0.610,-1.654
-0.086,-0.451,0.235
-0.092,0.423,-0.521
