2.681,2.197,0.878,0.554,-1.351,1.339,-0.467,0.611,0.355,1.451,0.930,2.274
2.419,1.230,2.006,0.605,-0.309,1.979,-0.209,2.202,2.214,1.911,0.811,1.352
0.575,-0.645,2.861,-0.636,0.135,1.535,-1.046,2.973,2.690,1.478,0.130,-0.536
2.046,0.729,2.536,-0.045,-0.153,1.815,-0.317,2.677,2.439,1.946,0.852,-0.355
-0.263,-0.047,0.219,0.043,-0.289,0.166,0.152,-0.094,-0.207,-0.009,-0.219,-0.164
1.650,0.783,2.784,0.263,0.350,1.997,-0.443,2.715,3.061,1.566,0.745,1.128
