,weight,bias
UTS_Al_1,-8.83,221.64
UTS_Al_2,6.97,221.06
UTS_Si,7.08,221.09
UTS_AlSc2Si2,6.12,220.86
YS_Al_1,-0.73,121.73
YS_Al_2,-0.94,121.58
YS_Si,-0.83,121.59
YS_AlSc2Si2,-1.73,121.57
EL_Al_1,1.55,6.70
EL_Al_2,-1.43,6.79
EL_Si,-1.44,6.78
EL_AlSc2Si2,-1.37,6.82
