,PH_Al,PH_Si,PH_AlSi2Sr,EL_Sr
0,0.9044688,0.05262383,5.9604645e-07,0.0
1,0.90442955,0.05213047,2.682209e-07,0.0005
2,0.90439034,0.051637106,-5.9604645e-08,0.001
3,0.90435123,0.051143758,-3.5762787e-07,0.0015
4,0.90431213,0.05065041,-6.556511e-07,0.002
5,0.9042729,0.050157048,-9.834766e-07,0.0025
6,0.9042338,0.0496637,-1.2814999e-06,0.003
7,0.9041946,0.049170338,-1.6093254e-06,0.0035
8,0.9041555,0.048677005,-1.937151e-06,0.004
9,0.9041163,0.048183642,-2.2351742e-06,0.0045
10,0.90347564,0.04779417,-8.6426735e-07,0.005
11,0.90059805,0.047791146,6.7949295e-06,0.0055
12,0.89772034,0.04778812,1.4454126e-05,0.006
13,0.89484274,0.04778508,2.2113323e-05,0.0065
14,0.89196503,0.047782056,2.9742718e-05,0.007
15,0.8890873,0.04777903,3.7401915e-05,0.0075
16,0.8862096,0.04777599,4.503131e-05,0.008
17,0.883332,0.04777295,5.2690506e-05,0.0085
18,0.8804543,0.047769926,6.0349703e-05,0.009
19,0.8775766,0.047766916,6.79791e-05,0.0095
20,0.874699,0.04776389,7.56681e-05,0.01
21,0.8718213,0.047760837,8.329749e-05,0.0105
22,0.8689436,0.047757827,9.095669e-05,0.011
23,0.866066,0.047754787,9.855628e-05,0.0115
24,0.86318827,0.047751777,0.00010624528,0.012
25,0.86031055,0.047748722,0.000113904476,0.0125
26,0.85743296,0.047745697,0.00012156367,0.013
27,0.85455525,0.047742687,0.00012919307,0.0135
28,0.85167754,0.047739647,0.00013682246,0.014
29,0.8487998,0.047736607,0.00014451146,0.0145
30,0.84592223,0.047733583,0.00015214086,0.015
31,0.84304464,0.047730573,0.00015980005,0.0155
32,0.8401668,0.047727548,0.00016742945,0.016
33,0.8372892,0.047724493,0.00017508864,0.0165
34,0.8344115,0.047721468,0.00018274784,0.017
35,0.8315338,0.047718458,0.00019040704,0.0175
36,0.8286562,0.047715418,0.00019803643,0.018
37,0.8257785,0.047712363,0.00020569563,0.0185
38,0.8229008,0.047709353,0.00021335483,0.019
39,0.8200232,0.04770633,0.00022101402,0.0195
40,0.81714547,0.04770329,0.00022867322,0.02
41,0.81426775,0.047700264,0.00023630261,0.0205
42,0.81139004,0.047697224,0.00024393201,0.021
43,0.80851245,0.04769423,0.000251621,0.0215
44,0.80563474,0.047691174,0.0002592504,0.022
45,0.802757,0.04768815,0.0002669096,0.0225
46,0.79987943,0.04768514,0.0002745688,0.023
47,0.7970017,0.047682114,0.0002821982,0.0235
48,0.7941241,0.04767906,0.0002898574,0.024
49,0.7912464,0.047676034,0.00029748678,0.0245
50,0.7883687,0.047672994,0.00030514598,0.025
51,0.7854911,0.047669984,0.00031280518,0.0255
52,0.7826134,0.04766696,0.00032046437,0.026
53,0.7797357,0.04766392,0.00032809377,0.0265
54,0.776858,0.047660895,0.00033575296,0.027
55,0.77398026,0.047657885,0.00034341216,0.0275
56,0.77110255,0.04765483,0.00035104156,0.028
57,0.76822495,0.047651805,0.00035870075,0.0285
58,0.76534724,0.047648765,0.00036635995,0.029
59,0.76253164,0.04764589,0.00037398934,0.0295
60,0.7598132,0.047643207,0.00038167834,0.03
61,0.75709474,0.04764054,0.00038930774,0.0305
62,0.7543763,0.047637872,0.00039699674,0.031
63,0.75165784,0.047635205,0.00040462613,0.0315
64,0.74893934,0.047632538,0.00041228533,0.032
65,0.7462209,0.047629856,0.00041994452,0.0325
66,0.7435024,0.047627173,0.00042760372,0.033
67,0.74078393,0.047624506,0.00043526292,0.0335
68,0.73806536,0.047621824,0.0004428923,0.034
69,0.73534703,0.047619157,0.0004505813,0.0345
70,0.73262846,0.047616504,0.0004582703,0.035
71,0.72991,0.047613837,0.0004658997,0.0355
72,0.72719157,0.04761117,0.0004735291,0.036
73,0.72447306,0.047608487,0.0004812181,0.0365
74,0.72175467,0.047605805,0.0004888773,0.037
75,0.7190361,0.047603138,0.0004965365,0.0375
76,0.71631765,0.047600456,0.0005041659,0.038
77,0.7135992,0.04759779,0.0005118549,0.0385
78,0.71088076,0.047595136,0.0005194843,0.039
79,0.70816225,0.04759247,0.0005271435,0.0395
80,0.70544374,0.0475898,0.0005348027,0.04
81,0.7027253,0.04758712,0.0005424917,0.0405
82,0.70000684,0.047584437,0.00055012107,0.041
83,0.6972884,0.04758177,0.00055778027,0.0415
84,0.6945698,0.047579087,0.00056546926,0.042
85,0.6918514,0.04757642,0.00057312846,0.0425
86,0.6891329,0.047573768,0.00058075786,0.043
87,0.6864145,0.047571085,0.00058844686,0.0435
88,0.6836959,0.047568403,0.00059607625,0.044
89,0.6809775,0.04756575,0.00060373545,0.0445
90,0.678259,0.04756307,0.00061139464,0.045
91,0.67554057,0.0475604,0.00061905384,0.0455
92,0.6728221,0.04755772,0.00062671304,0.046
93,0.67010355,0.04755505,0.00063437223,0.0465
94,0.6673852,0.047552384,0.00064203143,0.047
95,0.66466665,0.047549702,0.0006496608,0.0475
96,0.6619482,0.047547035,0.0006573498,0.048
97,0.65922964,0.047544383,0.0006649792,0.0485
98,0.6565112,0.047541715,0.0006726384,0.049
99,0.65379274,0.047539018,0.0006803274,0.0495
100,0.6510743,0.04753635,0.0006879866,0.05
101,0.64835584,0.047533683,0.000695616,0.0505
102,0.64563733,0.047531016,0.0007032752,0.051
103,0.64291894,0.047528334,0.0007109344,0.0515
104,0.6402004,0.047525667,0.0007185936,0.052
105,0.6374819,0.047523014,0.0007262528,0.0525
106,0.6347635,0.047520332,0.000733912,0.053
107,0.632045,0.04751765,0.0007415712,0.0535
108,0.62932646,0.047514968,0.0007492304,0.054
109,0.626608,0.047512315,0.0007568896,0.0545
110,0.6238896,0.047509618,0.0007645488,0.055
111,0.62117106,0.04750698,0.000772208,0.0555
112,0.6184526,0.0475043,0.0007798672,0.056
113,0.61573416,0.047501646,0.00078752637,0.0565
114,0.61301565,0.04749895,0.00079518557,0.057
115,0.6102972,0.04749628,0.00080284476,0.0575
116,0.6075787,0.047493614,0.00081047416,0.058
117,0.6048603,0.047490947,0.00081816316,0.0585
118,0.60214174,0.04748825,0.00082582235,0.059
119,0.5994233,0.047485612,0.00083348155,0.0595
120,0.59670484,0.04748293,0.00084111094,0.06
121,0.5939864,0.047480255,0.00084879994,0.0605
122,0.5912679,0.047477603,0.00085642934,0.061
123,0.5885494,0.047474913,0.00086411834,0.0615
124,0.5858309,0.04747224,0.00087174773,0.062
125,0.5831125,0.04746957,0.0008794069,0.0625
126,0.580394,0.047466896,0.0008870661,0.063
127,0.5776755,0.04746423,0.0008947253,0.0635
128,0.574957,0.04746156,0.0009023845,0.064
129,0.57223856,0.047458887,0.0009100139,0.0645
130,0.5695201,0.04745622,0.0009177029,0.065
131,0.56680167,0.047453545,0.0009253621,0.0655
132,0.5640831,0.04745087,0.0009330213,0.066
133,0.56136465,0.047448196,0.0009406805,0.0665
134,0.5586462,0.04744553,0.0009483099,0.067
135,0.55592775,0.047442846,0.0009559989,0.0675
136,0.5532092,0.04744018,0.0009636581,0.068
137,0.55049086,0.04743752,0.0009712875,0.0685
138,0.5477723,0.047434844,0.0009789765,0.069
139,0.5450538,0.04743217,0.0009866059,0.0695
140,0.5423353,0.047429502,0.0009942949,0.07
