0.681,1.151,-1.844
0.188,1.470,-1.818
-0.037,0.164,-0.230
-0.548,1.331,-1.439
-0.638,-0.685,-0.303
-0.038,2.107,-1.121
-0.819,1.701,-2.385
-0.841,-1.590,-2.387
-0.785,0.843,-2.116
1.269,1.598,-1.172
