,weight,bias
UTS_Al_1,-41.39,241.33
UTS_Al_2+Si,32.08,207.39
UTS_AlSc2Si2,1401.47,210.16
YS_Al_1,-4.76,126.77
YS_Al_2+Si,-3.18,126.53
YS_AlSc2Si2,-335.68,128.28
EL_Al_1,7.82,3.39
EL_Al_2+Si,-7.38,10.50
EL_AlSc2Si2,-358.15,10.23
