,weight,bias
UTS_Al_1,-0.43,0.06
UTS_Al_2+Si,0.33,0.03
UTS_AlSc2Si2,0.29,0.03
YS_Al_1,-0.07,0.01
YS_Al_2+Si,-0.05,-0.00
YS_AlSc2Si2,-0.10,-0.01
EL_Al_1,0.78,-0.10
EL_Al_2+Si,-0.73,-0.07
EL_AlSc2Si2,-0.71,-0.06
