,weight,bias
UTS_Al_1,-32.70,233.79
UTS_Al_2+Si,25.77,206.59
UTS_AlSc2Si2,1106.41,208.95
YS_Al_1,19.14,111.26
YS_Al_2+Si,-27.25,133.77
YS_AlSc2Si2,-1562.96,135.39
EL_Al_1,2.76,5.95
EL_Al_2+Si,-2.15,8.23
EL_AlSc2Si2,-89.83,8.00
