,weight,bias
UTS_Al_1,-2.20,0.89
UTS_Al_2+Si,1.73,-0.94
UTS_AlSc2Si2,74.46,-0.78
YS_Al_1,1.26,-0.51
YS_Al_2+Si,-1.79,0.97
YS_AlSc2Si2,-102.54,1.07
EL_Al_1,1.71,-0.69
EL_Al_2+Si,-1.33,0.72
EL_AlSc2Si2,-55.68,0.58
