,weight,bias
UTS_Al_1,-0.45,0.06
UTS_Al_2+Si,0.35,0.02
UTS_AlSc2Si2,0.30,0.01
YS_Al_1,0.25,-0.03
YS_Al_2+Si,-0.36,-0.02
YS_AlSc2Si2,-0.41,-0.01
EL_Al_1,0.35,-0.04
EL_Al_2+Si,-0.27,-0.02
EL_AlSc2Si2,-0.22,-0.01
