-0.737,0.121,1.035,-2.487
-1.184,-0.058,0.506,-3.256
1.020,-0.869,-0.092,-0.512
-0.478,0.045,0.518,-2.320
-1.260,-0.301,0.557,-1.626
-0.452,0.404,-0.096,0.410
0.371,-0.020,-0.780,-0.292
0.182,0.525,0.896,-0.692
-0.414,0.267,1.381,-1.429
-0.621,0.172,1.236,-0.815
