,weight,bias
UTS_Al_1,-3544.03,1990.97
UTS_Al_2,30.09,194.50
UTS_Si,1442.14,130.81
UTS_AlSi2Sr,-2957.90,202.51
YS_Al_1,-1265.50,727.74
YS_Al_2,1.98,88.68
YS_Si,539.45,63.36
YS_AlSi2Sr,106.06,88.88
EL_Al_1,414.43,-196.19
EL_Al_2,-3.46,13.66
EL_Si,-695.20,46.13
EL_AlSi2Sr,-78.19,13.19
