184.79176,106.00894
187.53499,108.114265
189.61682,109.81725
195.94937,114.16346
197.92348,114.3456
198.06589,112.1522
198.6874,110.355576
199.79916,108.941284
201.31761,107.90566
203.27356,107.239006
205.79709,106.99821
208.86673,107.29326
211.40794,107.06222
208.2136,101.59669
212.07037,102.52514
216.33514,103.79053
213.75604,98.81154
220.65945,101.72741
225.3703,101.518555
230.94879,103.27933
186.8646,107.29038
189.75505,109.48698
194.77344,113.012856
198.00957,115.43743
200.29341,116.48897
201.10109,114.89704
201.72401,113.10404
209.87303,118.021614
204.3359,110.62835
206.26901,109.92888
208.10544,109.063614
211.38284,109.54345
214.40733,109.768196
216.0045,108.600075
214.58783,104.78036
218.63174,105.85684
216.25781,101.05106
222.20372,103.278465
226.22795,102.53733
234.58658,107.715355
186.80441,107.2524
189.5372,109.3511
194.55362,112.87637
198.24515,115.58203
199.9278,116.141426
207.32991,120.49464
207.72186,118.48881
208.38068,116.66535
210.5402,116.192856
212.02655,115.091064
206.81622,107.88601
210.08142,108.34935
213.08885,108.55384
214.69357,107.39857
213.27203,103.5761
217.52097,104.8287
220.64426,104.96726
221.20502,102.24603
227.98654,104.60468
233.63506,106.47322
186.59059,107.11895
191.49309,110.566216
195.39734,113.39689
197.86783,115.34806
204.46323,119.868355
205.59964,118.905075
205.98807,116.90203
206.39441,114.83799
207.66039,113.56129
211.41858,114.52682
213.05576,113.49895
209.22078,107.54643
212.44716,107.94483
213.63068,106.42914
219.25894,108.94985
216.41675,103.802605
220.91183,105.20128
220.37526,101.38212
228.36537,105.058784
234.02338,106.88033
186.37936,106.98732
191.28207,110.43499
194.87503,113.073006
197.18674,114.92523
203.62674,119.350075
203.68298,117.16042
206.05377,116.93829
206.69553,115.0946
208.20442,114.05155
210.33792,113.52258
211.95958,112.477135
214.76706,112.52661
211.12866,106.73095
213.2317,106.05616
216.78369,106.67683
215.33035,102.80898
220.26184,104.59087
225.08932,106.10267
227.97765,104.549095
233.64426,106.3544
186.01457,106.76094
192.43294,111.14588
194.34879,112.746376
200.05931,116.707756
202.26602,118.18257
204.64108,117.99299
205.0069,115.978386
205.64433,114.125244
207.34125,113.2376
208.63174,111.972336
211.11594,111.69543
214.1543,111.959145
217.35141,112.31933
212.80705,105.64219
217.06696,106.92608
221.3066,108.167915
218.42096,102.974236
224.08385,105.047035
227.29941,103.71068
