,PH_Al,PH_Si,PH_AlSi2Sr,EL_Sr
0,0.9053304,0.05250027,-2.7762144e-06,0.0
1,0.905048,0.05203774,2.0070001e-06,0.0005
2,0.9047656,0.051575206,6.7901565e-06,0.001
3,0.9044832,0.051112667,1.1573371e-05,0.0015
4,0.9042008,0.05065014,1.6356644e-05,0.002
5,0.9039184,0.050187603,2.11398e-05,0.0025
6,0.903636,0.049725067,2.5923015e-05,0.003
7,0.9033536,0.049262535,3.070617e-05,0.0035
8,0.90307105,0.048800003,3.5489385e-05,0.004
9,0.90278876,0.048337467,4.027266e-05,0.0045
10,0.90250635,0.04787493,4.5055815e-05,0.005
11,0.8998842,0.047837615,1.8597988e-05,0.0055
12,0.89708936,0.047834247,2.6254042e-05,0.006
13,0.8942945,0.047830872,3.3898163e-05,0.0065
14,0.89149964,0.047827497,4.1549094e-05,0.007
15,0.8887048,0.047824133,4.919828e-05,0.0075
16,0.8859099,0.047820758,5.684886e-05,0.008
17,0.88311505,0.047817383,6.449316e-05,0.0085
18,0.8803202,0.04781401,7.214071e-05,0.009
19,0.8775253,0.047810644,7.979339e-05,0.0095
20,0.87473047,0.047807265,8.7440945e-05,0.01
21,0.8719356,0.047803894,9.5088966e-05,0.0105
22,0.8691406,0.047800522,0.00010274071,0.011
23,0.8663459,0.047797147,0.00011038501,0.0115
24,0.863551,0.04779378,0.0001180321,0.012
25,0.86075604,0.047790408,0.00012568105,0.0125
26,0.8579613,0.047787033,0.0001333328,0.013
27,0.8551663,0.04778366,0.00014097989,0.0135
28,0.85237145,0.04778029,0.0001486279,0.014
29,0.8495766,0.047776915,0.00015627872,0.0145
30,0.84678173,0.047773547,0.00016392581,0.015
31,0.84398687,0.04777018,0.00017157476,0.0155
32,0.841192,0.047766797,0.00017921906,0.016
33,0.83839726,0.047763426,0.00018687267,0.0165
34,0.8356023,0.047760054,0.00019452069,0.017
35,0.8328074,0.047756683,0.00020216499,0.0175
36,0.83001256,0.047753308,0.00020981673,0.018
37,0.8272177,0.047749937,0.00021746662,0.0185
38,0.82442284,0.047746573,0.00022511277,0.019
39,0.821628,0.047743194,0.00023276266,0.0195
40,0.8188331,0.047739826,0.00024041068,0.02
41,0.81603825,0.04773645,0.0002480587,0.0205
42,0.8132434,0.047733072,0.00025570858,0.021
43,0.8104485,0.047729705,0.00026335288,0.0215
44,0.80765355,0.04772633,0.0002710065,0.022
45,0.8048588,0.047722958,0.00027865265,0.0225
46,0.8020638,0.04771959,0.00028630253,0.023
47,0.7992691,0.04771621,0.00029395055,0.0235
48,0.7964742,0.047712844,0.00030159857,0.024
49,0.79367936,0.047709472,0.00030924473,0.0245
50,0.7908844,0.047706097,0.00031689648,0.025
51,0.78808963,0.04770273,0.0003245445,0.0255
52,0.78529465,0.04769936,0.00033219066,0.026
53,0.7824998,0.047695983,0.00033984054,0.0265
54,0.77970505,0.047692604,0.00034748856,0.027
55,0.77691007,0.047689237,0.0003551403,0.0275
56,0.7741152,0.04768586,0.00036278833,0.028
57,0.77132034,0.047682483,0.00037043635,0.0285
58,0.7685255,0.04767911,0.00037808064,0.029
59,0.7657306,0.04767575,0.0003857324,0.0295
60,0.76293576,0.047672376,0.0003933804,0.03
61,0.7601409,0.047669005,0.00040102843,0.0305
62,0.75734603,0.04766563,0.00040868018,0.031
63,0.7545512,0.04766225,0.00041632447,0.0315
64,0.7517563,0.047658883,0.00042397622,0.032
65,0.74896145,0.047655515,0.00043162797,0.0325
66,0.7461666,0.04765214,0.000439276,0.033
67,0.7433717,0.04764877,0.00044692028,0.0335
68,0.74057686,0.047645397,0.00045456458,0.034
69,0.737782,0.04764203,0.00046221633,0.0345
70,0.73498714,0.04763865,0.00046986062,0.035
71,0.7321923,0.047635276,0.0004775161,0.0355
72,0.7293974,0.047631904,0.0004851641,0.036
73,0.72660244,0.047628537,0.00049281213,0.0365
74,0.7238076,0.04762516,0.00050046016,0.037
75,0.7210127,0.047621787,0.0005081082,0.0375
76,0.71821785,0.047618415,0.0005157599,0.038
77,0.715423,0.047615036,0.00052340794,0.0385
78,0.7126282,0.04761167,0.00053105596,0.039
79,0.70983326,0.0476083,0.000538704,0.0395
80,0.7070384,0.047604933,0.000546352,0.04
81,0.70424354,0.047601566,0.000554,0.0405
82,0.7014487,0.047598187,0.00056164805,0.041
83,0.6986538,0.047594815,0.00056929607,0.0415
84,0.69585896,0.04759144,0.0005769441,0.042
85,0.6930641,0.04758806,0.0005845921,0.0425
86,0.69026923,0.047584694,0.00059224386,0.043
87,0.68747437,0.047581322,0.00059988815,0.0435
88,0.6846795,0.047577947,0.0006075436,0.044
89,0.68188465,0.04757458,0.0006151879,0.0445
90,0.6790898,0.047571205,0.00062283594,0.045
91,0.6762949,0.04756783,0.0006304877,0.0455
92,0.6735,0.047564454,0.000638132,0.046
93,0.6707051,0.047561087,0.0006457949,0.0465
94,0.66791034,0.047557715,0.0006534355,0.047
95,0.66511536,0.047554348,0.0006610872,0.0475
96,0.6623205,0.04755097,0.00066872407,0.048
97,0.65952563,0.047547594,0.00067638326,0.0485
98,0.6567308,0.047544226,0.0006840201,0.049
99,0.65393597,0.047540855,0.00069167186,0.0495
100,0.65114105,0.047537476,0.00069931615,0.05
101,0.6483462,0.04753411,0.00070696045,0.0505
102,0.6455513,0.04753074,0.0007146122,0.051
103,0.64275646,0.047527365,0.0007222714,0.0515
104,0.6399616,0.04752399,0.00072990824,0.052
105,0.63716674,0.047520615,0.00073756743,0.0525
106,0.6343719,0.04751724,0.0007452117,0.053
107,0.631577,0.047513872,0.0007528486,0.0535
108,0.62878215,0.047510505,0.0007605152,0.054
109,0.6259873,0.047507126,0.0007681595,0.0545
110,0.6231924,0.047503766,0.0007758038,0.055
111,0.62039757,0.047500387,0.00078345556,0.0555
112,0.6176027,0.04749701,0.0007911073,0.056
113,0.61480784,0.04749364,0.0007987516,0.0565
114,0.612013,0.047490265,0.0008064108,0.057
115,0.6092181,0.047486898,0.00081404764,0.0575
116,0.60642326,0.047483526,0.0008216994,0.058
117,0.6036284,0.04748015,0.00082935113,0.0585
118,0.6008334,0.047476772,0.000836988,0.059
119,0.59803855,0.047473405,0.0008446546,0.0595
120,0.5952438,0.047470026,0.0008523064,0.06
121,0.59244895,0.047466666,0.0008599432,0.0605
122,0.58965397,0.047463298,0.00086759496,0.061
123,0.5868591,0.04745992,0.00087523926,0.0615
124,0.58406425,0.04745655,0.00088288356,0.062
125,0.5812694,0.047453173,0.0008905353,0.0625
126,0.5784745,0.0474498,0.00089818705,0.063
127,0.57567966,0.04744642,0.0009058239,0.0635
128,0.5728848,0.04744306,0.00091347564,0.064
129,0.57008994,0.04743968,0.00092113484,0.0645
130,0.5672951,0.0474363,0.0009287717,0.065
131,0.5645002,0.047432937,0.0009364309,0.0655
132,0.56170535,0.047429573,0.0009440677,0.066
133,0.5589105,0.047426194,0.00095171947,0.0665
134,0.5561155,0.047422823,0.00095937867,0.067
135,0.55332077,0.047419447,0.0009670155,0.0675
136,0.5505259,0.047416072,0.0009746598,0.068
137,0.54773104,0.0474127,0.000982319,0.0685
138,0.5449362,0.047409337,0.0009899633,0.069
139,0.5421413,0.04740595,0.000997615,0.0695
140,0.53934646,0.047402583,0.0010052593,0.07
141,0.53655154,0.04739921,0.0010129036,0.0705
142,0.5337567,0.047395848,0.0010205628,0.071
143,0.53096175,0.047392476,0.0010282146,0.0715
144,0.5281669,0.0473891,0.0010358514,0.072
145,0.525372,0.047385734,0.0010434957,0.0725
146,0.5225772,0.04738235,0.0010511698,0.073
147,0.5197823,0.047378983,0.0010588067,0.0735
148,0.51698744,0.0473756,0.0010664584,0.074
149,0.5141926,0.047372233,0.0010741027,0.0745
150,0.5113977,0.04736886,0.001081747,0.075
151,0.50860286,0.047365494,0.0010894062,0.0755
152,0.50767255,0.04736286,0.0010972293,0.076
153,0.50767636,0.04736061,0.0011051642,0.0765
154,0.5076803,0.04735834,0.001113099,0.077
155,0.5076842,0.047356088,0.0011210116,0.0775
156,0.50768805,0.047353834,0.0011289464,0.078
157,0.507692,0.047351576,0.0011368813,0.0785
158,0.5076959,0.047349323,0.0011448013,0.079
159,0.5076998,0.047347065,0.0011527361,0.0795
160,0.50770366,0.047344808,0.0011606636,0.08
161,0.5077076,0.047342543,0.0011685984,0.0805
162,0.5077114,0.047340296,0.0011765258,0.081
163,0.50771534,0.047338042,0.0011844458,0.0815
164,0.5077193,0.047335785,0.0011923807,0.082
165,0.5077231,0.047333524,0.0012003081,0.0825
166,0.50772697,0.047331266,0.0012082355,0.083
167,0.50773096,0.047329016,0.0012161704,0.0835
168,0.5077349,0.047326762,0.0012241052,0.084
169,0.5077387,0.047324505,0.0012320178,0.0845
170,0.50774264,0.047322236,0.0012399526,0.085
171,0.50774646,0.047319982,0.0012478875,0.0855
172,0.5077504,0.047317725,0.0012558149,0.086
173,0.5077543,0.04731546,0.0012637423,0.0865
174,0.50775814,0.047313213,0.0012716623,0.087
175,0.5077621,0.04731096,0.0012795972,0.0875
176,0.5077659,0.047308702,0.0012875395,0.088
177,0.5077698,0.047306437,0.001295452,0.0885
178,0.50777376,0.047304172,0.0013034092,0.089
179,0.5077776,0.04730192,0.0013113217,0.0895
180,0.5077815,0.047299672,0.0013192492,0.09
181,0.50778544,0.04729741,0.0013271915,0.0905
182,0.50778925,0.047295164,0.0013351189,0.091
183,0.5077932,0.04729291,0.0013430463,0.0915
184,0.50779706,0.047290657,0.0013509588,0.092
185,0.50780106,0.047288388,0.0013588862,0.0925
186,0.5078049,0.04728613,0.0013668137,0.093
187,0.5078088,0.047283877,0.001374756,0.0935
188,0.5078126,0.047281623,0.0013826834,0.094
189,0.5078166,0.047279354,0.0013906108,0.0945
190,0.5078205,0.0472771,0.0013985233,0.095
191,0.5078244,0.04727483,0.0014064508,0.0955
192,0.50782824,0.04727258,0.001414408,0.096
193,0.5078321,0.04727033,0.0014223354,0.0965
194,0.507836,0.04726807,0.0014302479,0.097
195,0.50784,0.0472658,0.0014382051,0.0975
196,0.5078438,0.047263574,0.0014461027,0.098
197,0.50784767,0.04726131,0.0014540451,0.0985
198,0.5078516,0.04725905,0.0014619725,0.099
199,0.5078554,0.047256798,0.0014698999,0.0995
200,0.50785935,0.047254544,0.0014778273,0.1
201,0.50786334,0.047252275,0.0014857547,0.1005
202,0.5078672,0.047250018,0.0014936822,0.101
203,0.50787115,0.047247764,0.0015016245,0.1015
204,0.50787497,0.047245502,0.001509537,0.102
205,0.5078789,0.047243252,0.0015174793,0.1025
206,0.5078827,0.047241002,0.0015254216,0.103
207,0.5078867,0.04723873,0.0015333341,0.1035
208,0.5078905,0.047236472,0.0015412616,0.104
209,0.50789446,0.047234222,0.001549189,0.1045
210,0.50789833,0.047231965,0.0015571164,0.105
211,0.50790226,0.047229715,0.0015650587,0.1055
212,0.5079061,0.047227465,0.0015729861,0.106
213,0.5079101,0.047225192,0.0015808986,0.1065
214,0.5079139,0.04722295,0.0015888261,0.107
215,0.5079179,0.047220677,0.0015967535,0.1075
216,0.5079217,0.04721842,0.0016046809,0.108
217,0.5079256,0.04721617,0.0016126232,0.1085
218,0.5079295,0.047213912,0.0016205357,0.109
219,0.5079334,0.047211662,0.0016284632,0.1095
220,0.5079373,0.047209397,0.0016364204,0.11
221,0.50794125,0.047207125,0.001644318,0.1105
222,0.50794506,0.047204882,0.0016522752,0.111
223,0.50794894,0.04720263,0.0016602175,0.1115
224,0.5079528,0.047200367,0.0016681151,0.112
225,0.50795674,0.047198117,0.0016760575,0.1125
226,0.5079606,0.04719586,0.0016839849,0.113
227,0.5079646,0.047193594,0.0016919123,0.1135
228,0.5079684,0.047191344,0.0016998695,0.114
229,0.50797236,0.047189087,0.001707782,0.1145
230,0.5079762,0.047186837,0.0017157095,0.115
231,0.5079801,0.04718457,0.0017236369,0.1155
232,0.50798404,0.047182307,0.0017315792,0.116
233,0.507988,0.04718004,0.0017394917,0.1165
234,0.5079919,0.047177784,0.0017474191,0.117
235,0.5079957,0.047175534,0.0017553316,0.1175
236,0.50799954,0.047173284,0.001763274,0.118
237,0.5080035,0.047171034,0.0017712163,0.1185
238,0.5080073,0.04716879,0.0017791288,0.119
239,0.50801134,0.04716651,0.0017870711,0.1195
240,0.50801516,0.04716427,0.0017949985,0.12
241,0.5080191,0.047161996,0.001802926,0.1205
242,0.5080229,0.047159746,0.0018108534,0.121
243,0.5080268,0.047157504,0.0018187808,0.1215
244,0.5080307,0.04715524,0.0018267082,0.122
245,0.5080347,0.047152966,0.0018346505,0.1225
246,0.50803864,0.047150716,0.001842563,0.123
247,0.50804245,0.04714846,0.0018505054,0.1235
248,0.5080463,0.04714621,0.0018584179,0.124
249,0.5080502,0.04714395,0.0018663602,0.1245
250,0.5080541,0.047141694,0.0018742876,0.125
