-1.073,1.492,-0.827
0.478,0.410,-0.064
-0.588,-1.620,-0.649
-1.431,-2.070,1.095
-1.146,-1.527,1.834
-1.022,-1.442,-1.475
0.093,0.912,-2.839
-1.635,1.171,-1.986
-0.086,-0.451,0.235
-0.092,0.423,-0.521
