2.641,-0.157,0.956,-0.674,-1.540,1.050,2.713,4.011,-0.073,0.090
-0.816,-0.056,0.540,-1.705,-2.547,1.509,1.599,0.660,-0.086,-0.069
0.061,0.156,-0.302,0.219,-0.390,-0.331,-0.210,-0.062,-0.216,0.141
0.172,0.172,2.981,4.217,3.497,2.271,0.075,0.677,-0.033,-0.298
2.551,-0.089,2.201,1.455,1.491,2.031,2.061,1.625,-0.256,0.101
