,PH_Al,PH_Al2,PH_Si,PH_AlSi2Sr,EL_Sr
0,0.50385576,0.40087518,0.052463837,-0.0003322661,0.0
1,0.5038696,0.40082282,0.051949807,-0.00033295155,0.0005
2,0.5038834,0.40077046,0.051435776,-0.0003336817,0.001
3,0.50389725,0.40071806,0.050921746,-0.00033438206,0.0015
4,0.5039111,0.40066573,0.05040773,-0.0003350973,0.002
5,0.50392485,0.40061334,0.049893685,-0.00033581257,0.0025
6,0.5039386,0.400561,0.049379654,-0.00033651292,0.003
7,0.5039525,0.40050867,0.04886564,-0.00033721328,0.0035
8,0.5039663,0.40045628,0.04835161,-0.00033797324,0.004
9,0.5039801,0.40040395,0.047837593,-0.0003386885,0.0045
10,0.503998,0.39794353,0.0477707,-0.0003312081,0.005
11,0.50401634,0.39514834,0.047765948,-0.00032258034,0.0055
12,0.5040347,0.3923532,0.04776121,-0.00031392276,0.006
13,0.50405306,0.38955808,0.04775647,-0.000305295,0.0065
14,0.5040715,0.3867629,0.047751732,-0.00029669702,0.007
15,0.5040899,0.38396773,0.04774698,-0.00028806925,0.0075
16,0.50410825,0.38117257,0.04774227,-0.00027941167,0.008
17,0.5041266,0.37837744,0.04773753,-0.0002708286,0.0085
18,0.5041451,0.3755823,0.047732793,-0.00026218593,0.009
19,0.50416344,0.37278715,0.047728054,-0.00025357306,0.0095
20,0.5041818,0.36999196,0.0477233,-0.0002449304,0.01
21,0.50420016,0.3671968,0.047718577,-0.00023630261,0.0105
22,0.50421864,0.36440167,0.04771381,-0.00022767484,0.011
23,0.504237,0.3616065,0.047709085,-0.00021909177,0.0115
24,0.50425535,0.35881135,0.047704346,-0.0002104342,0.012
25,0.5042737,0.3560162,0.047699608,-0.00020182133,0.0125
26,0.5042922,0.35322103,0.04769487,-0.00019319355,0.013
27,0.50431055,0.35042587,0.047690146,-0.00018455088,0.0135
28,0.5043289,0.3476307,0.047685407,-0.00017598271,0.014
29,0.5043473,0.34483555,0.04768067,-0.00016735494,0.0145
30,0.5043657,0.34204042,0.047675915,-0.00015871227,0.015
31,0.5043841,0.33924523,0.047671176,-0.0001501143,0.0155
32,0.50440246,0.33645007,0.047666453,-0.00014145672,0.016
33,0.5044209,0.3336549,0.047661714,-0.00013282895,0.0165
34,0.50443923,0.33085975,0.04765696,-0.00012421608,0.017
35,0.50445765,0.3280646,0.047652222,-0.00011560321,0.0175
36,0.504476,0.32526946,0.0476475,-0.000106945634,0.018
37,0.5044944,0.32247427,0.04764276,-9.8347664e-05,0.0185
38,0.50451285,0.31967914,0.04763802,-8.971989e-05,0.019
39,0.5045312,0.316884,0.047633283,-8.109212e-05,0.0195
40,0.50454956,0.3140888,0.047628544,-7.2449446e-05,0.02
41,0.504568,0.3112937,0.047623806,-6.3836575e-05,0.0205
42,0.50458634,0.30849853,0.047619067,-5.5208802e-05,0.021
43,0.50460476,0.30570337,0.04761433,-4.6610832e-05,0.0215
44,0.5046231,0.3029082,0.04760959,-3.7938356e-05,0.022
45,0.50464153,0.30011305,0.04760485,-2.9310584e-05,0.0225
46,0.5046599,0.29731786,0.047600113,-2.0727515e-05,0.023
47,0.5046783,0.29452273,0.047595374,-1.2099743e-05,0.0235
48,0.50469667,0.29172757,0.047590636,-3.4421682e-06,0.024
49,0.504715,0.2889324,0.047585897,5.1409006e-06,0.0245
50,0.5047335,0.28613725,0.04758116,1.3768673e-05,0.025
51,0.50475186,0.2833421,0.04757642,2.2396445e-05,0.0255
52,0.5047702,0.28054696,0.04757168,3.1009316e-05,0.026
53,0.50478864,0.2777518,0.047566943,3.963709e-05,0.0265
54,0.50480705,0.2749566,0.047562204,4.826486e-05,0.027
55,0.5048254,0.27216145,0.047557466,5.6877732e-05,0.0275
56,0.5048438,0.26936632,0.047552742,6.5520406e-05,0.028
57,0.5048621,0.26657113,0.047548003,7.4118376e-05,0.0285
