,weight,bias
UTS_Al_1,-0.50,0.06
UTS_Al_2+Si,0.39,0.03
UTS_AlSc2Si2,0.34,0.01
YS_Al_1,0.04,-0.01
YS_Al_2+Si,-0.17,-0.01
YS_AlSc2Si2,-0.23,-0.01
EL_Al_1,0.70,-0.08
EL_Al_2+Si,-0.64,-0.04
EL_AlSc2Si2,-0.61,-0.03
