,weight,bias
UTS_Al_1,-36.21,235.99
UTS_Al_2+Si,28.82,205.71
UTS_AlSc2Si2,1246.04,208.26
YS_Al_1,2.93,119.24
YS_Al_2+Si,-11.16,126.48
YS_AlSc2Si2,-758.41,128.38
EL_Al_1,6.26,4.24
EL_Al_2+Si,-5.77,9.90
EL_AlSc2Si2,-273.57,9.64
