,weight,bias
UTS_Al,-31.89,16.20
UTS_Al2,0.90,-0.11
UTS_Si,10.12,3.78
UTS_AlSi2Sr,-1.50,-0.55
YS_Al,-12.48,6.21
YS_Al2,0.34,-0.17
YS_Si,3.85,1.30
YS_AlSi2Sr,-0.57,-0.34
EL_Al,14.78,-7.58
EL_Al2,-0.42,-0.03
EL_Si,-4.79,-1.87
EL_AlSi2Sr,0.71,0.18
