,PH_Al,PH_Al_2,PH_Si,PH_AlSi2Sr,EL_Sr
224,0.40193608,0.106327474,0.04723695,0.0016484121,0.112
225,0.40054318,0.10768652,0.047234654,0.0016563125,0.1125
226,0.39915034,0.109045565,0.04723233,0.0016642148,0.113
227,0.39775744,0.11040449,0.047230005,0.0016721152,0.1135
228,0.39636457,0.1117636,0.04722774,0.0016800174,0.114
229,0.3949717,0.11312252,0.047225416,0.0016879179,0.1145
230,0.39357877,0.11448157,0.04722309,0.0016958192,0.115
231,0.3921859,0.115840614,0.047220767,0.0017037205,0.1155
232,0.39079303,0.11719954,0.047218442,0.0017116219,0.116
233,0.38940015,0.118558526,0.047216147,0.0017195232,0.1165
234,0.38800728,0.11991757,0.047213852,0.0017274246,0.117
235,0.38661438,0.12127662,0.047211528,0.0017353259,0.1175
236,0.3852215,0.12263566,0.047209203,0.0017432282,0.118
237,0.38382858,0.12399465,0.04720688,0.0017511286,0.1185
238,0.38243574,0.12535375,0.047204584,0.0017590299,0.119
239,0.38104287,0.12671268,0.04720226,0.0017669313,0.1195
240,0.37964997,0.12807173,0.047199965,0.0017748326,0.12
241,0.37825713,0.12943077,0.04719764,0.001782734,0.1205
242,0.37686417,0.1307897,0.047195315,0.0017906353,0.121
243,0.37547132,0.13214874,0.04719302,0.0017985366,0.1215
244,0.37407842,0.13350773,0.047190696,0.001806438,0.122
245,0.37268555,0.13486683,0.04718837,0.0018143393,0.1225
246,0.37129268,0.13622582,0.047186077,0.0018222407,0.123
247,0.36989978,0.13758475,0.047183752,0.0018301411,0.1235
248,0.3685069,0.13894379,0.047181427,0.0018380424,0.124
249,0.36711404,0.14030284,0.047179103,0.0018459447,0.1245
250,0.36572114,0.14166176,0.047176808,0.0018538442,0.125
