,weight,bias
UTS_Al_1,-0.49,-0.08
UTS_Al_2+Si,0.45,-0.07
UTS_AlSc2Si2,0.42,-0.07
YS_Al_1,0.03,0.00
YS_Al_2+Si,-0.14,0.02
YS_AlSc2Si2,-0.21,0.03
EL_Al_1,0.49,0.08
EL_Al_2+Si,-0.48,0.08
EL_AlSc2Si2,-0.47,0.08
