,weight,bias
UTS_Al_1,-48.69,242.86
UTS_Al_2+Si,41.82,200.49
UTS_AlSc2Si2,1903.00,203.19
YS_Al_1,-3.31,122.59
YS_Al_2+Si,-4.31,123.59
YS_AlSc2Si2,-402.32,125.47
EL_Al_1,5.71,4.63
EL_Al_2+Si,-5.25,9.78
EL_AlSc2Si2,-249.05,9.55
