,weight,bias
UTS_Al_1,-29.97,233.13
UTS_Al_2+Si,23.22,208.41
UTS_AlSc2Si2,982.26,210.69
YS_Al_1,23.90,110.11
YS_Al_2+Si,-31.69,136.96
YS_AlSc2Si2,-1771.07,138.35
EL_Al_1,2.21,6.05
EL_Al_2+Si,-1.64,7.83
EL_AlSc2Si2,-66.86,7.65
