,weight,bias
UTS_Al_1,-2.10,0.85
UTS_Al_2+Si,1.63,-0.88
UTS_AlSc2Si2,68.92,-0.72
YS_Al_1,1.58,-0.64
YS_Al_2+Si,-2.09,1.13
YS_AlSc2Si2,-116.73,1.22
EL_Al_1,1.46,-0.59
EL_Al_2+Si,-1.08,0.59
EL_AlSc2Si2,-44.20,0.46
