,weight,bias
UTS_Al_1,-0.45,0.05
UTS_Al_2+Si,0.35,0.02
UTS_AlSc2Si2,0.30,0.01
YS_Al_1,0.34,-0.04
YS_Al_2+Si,-0.45,-0.03
YS_AlSc2Si2,-0.50,-0.02
EL_Al_1,0.32,-0.04
EL_Al_2+Si,-0.23,-0.02
EL_AlSc2Si2,-0.19,-0.01
