2.223,3.889,-0.037,3.423,0.001,3.716,3.539,-0.974,2.964,0.909
-0.032,0.225,-0.205,-0.078,-0.172,-0.235,0.148,-0.305,-0.185,0.001
4.116,2.826,0.047,0.900,-2.651,2.779,6.922,-0.289,1.919,1.419
0.055,-0.234,-0.079,-0.019,-0.224,-0.245,-0.073,-0.170,0.172,-0.114
0.435,3.764,-0.266,4.375,1.521,4.232,-0.815,-1.224,2.836,2.122
