,PH_Al,PH_Al_2,PH_Si,PH_AlSi2Sr,EL_Sr
0,0.5017011,0.40656856,0.05184324,-0.00017532706,0.0
1,0.50198174,0.40496746,0.051586375,-0.0001527369,0.0005
2,0.50226235,0.40336657,0.05132954,-0.00013020635,0.001
3,0.502543,0.40176556,0.0510727,-0.00010755658,0.0015
4,0.50282353,0.4001645,0.050815836,-8.5026026e-05,0.002
5,0.5031042,0.3985636,0.050559,-6.2435865e-05,0.0025
6,0.50338477,0.39696255,0.050302163,-3.9845705e-05,0.003
7,0.50366545,0.39536154,0.050045297,-1.7285347e-05,0.0035
8,0.50394607,0.39376056,0.04978846,5.3048134e-06,0.004
9,0.5042267,0.39215958,0.04953161,2.7924776e-05,0.0045
10,0.5045073,0.39055848,0.049274758,5.045533e-05,0.005
11,0.5047879,0.3889576,0.049017936,7.304549e-05,0.0055
12,0.50506854,0.3873566,0.048761085,9.563565e-05,0.006
13,0.50534916,0.3857555,0.04850425,0.00011822581,0.0065
14,0.5056298,0.38415462,0.048247397,0.00014081597,0.007
15,0.5059104,0.38255358,0.047990546,0.00016334653,0.0075
16,0.506191,0.38095254,0.04773371,0.00018593669,0.008
17,0.5062584,0.37848702,0.047659367,0.00019618869,0.0085
18,0.50624156,0.37568018,0.047657117,0.00020161271,0.009
19,0.5062247,0.37287322,0.047654852,0.00020706654,0.0095
20,0.5062078,0.37006631,0.047652587,0.00021249056,0.01
21,0.506191,0.36725944,0.047650337,0.00021791458,0.0105
22,0.50617415,0.36445254,0.047648087,0.000223279,0.011
23,0.50615734,0.36164564,0.047645807,0.00022873282,0.0115
24,0.5061405,0.35883877,0.047643542,0.00023412704,0.012
25,0.50612366,0.35603186,0.047641262,0.00023952127,0.0125
26,0.50610673,0.35322493,0.047639027,0.0002449453,0.013
27,0.5060899,0.35041806,0.047636762,0.0002503693,0.0135
28,0.5060731,0.3476111,0.047634467,0.00025576353,0.014
29,0.5060563,0.3448042,0.047632232,0.00026121736,0.0145
30,0.50603944,0.34199736,0.047629952,0.00026658177,0.015
31,0.5060226,0.33919042,0.047627702,0.0002720654,0.0155
32,0.5060057,0.33638358,0.047625437,0.00027742982,0.016
33,0.50598884,0.33357668,0.047623172,0.00028285384,0.0165
34,0.505972,0.33076978,0.047620907,0.00028824806,0.017
35,0.5059552,0.32796282,0.047618672,0.0002937019,0.0175
36,0.5059383,0.32515597,0.047616407,0.0002991259,0.018
37,0.50592154,0.32234904,0.047614112,0.00030449033,0.0185
38,0.5059047,0.31954217,0.047611848,0.00030988455,0.019
39,0.5058878,0.31673527,0.047609583,0.00031533837,0.0195
40,0.50587094,0.31392837,0.047607347,0.0003207922,0.02
41,0.5058541,0.31112146,0.047605067,0.00032618642,0.0205
42,0.5058373,0.30831456,0.047602788,0.00033161044,0.021
43,0.5058204,0.30550766,0.047600538,0.00033703446,0.0215
44,0.5058036,0.30270076,0.047598287,0.0003424585,0.022
45,0.5057868,0.29989386,0.047595993,0.0003478527,0.0225
46,0.5057699,0.29708695,0.047593758,0.00035324693,0.023
47,0.50575304,0.29428005,0.047591493,0.00035867095,0.0235
48,0.50573623,0.29147315,0.047589213,0.00036403537,0.024
49,0.5057194,0.28866625,0.047586963,0.0003694892,0.0245
50,0.5057025,0.28585935,0.047584698,0.0003748834,0.025
51,0.5056857,0.28305247,0.047582433,0.00038036704,0.0255
52,0.5056689,0.2802455,0.047580168,0.00038576126,0.026
53,0.50565207,0.27743858,0.047577932,0.00039118528,0.0265
54,0.50563514,0.27463174,0.047575653,0.0003965795,0.027
55,0.50561833,0.27182487,0.047573373,0.00040200353,0.0275
56,0.5056015,0.26901796,0.047571123,0.00040736794,0.028
57,0.5055846,0.26621106,0.047568858,0.00041285157,0.0285
58,0.5055678,0.26340413,0.047566608,0.000418216,0.029
59,0.505551,0.26059726,0.047564328,0.00042364,0.0295
60,0.50553405,0.25779036,0.047562078,0.00042906404,0.03
61,0.50551724,0.25498345,0.047559813,0.00043448806,0.0305
62,0.50550044,0.2521765,0.047557548,0.00043991208,0.031
63,0.50548357,0.24936965,0.047555283,0.0004453361,0.0315
64,0.5054667,0.2465627,0.047553018,0.00045073032,0.032
65,0.5054499,0.24375586,0.047550753,0.00045612454,0.0325
66,0.5054331,0.24094898,0.047548488,0.00046154857,0.033
67,0.50541615,0.238142,0.047546238,0.0004669726,0.0335
68,0.50539935,0.23533513,0.047543988,0.0004723966,0.034
69,0.50538254,0.2325283,0.047541693,0.00047776103,0.0345
70,0.50536567,0.22972134,0.047539443,0.00048318505,0.035
71,0.5053488,0.22691444,0.047537178,0.0004886687,0.0355
72,0.505332,0.22410758,0.047534913,0.0004940629,0.036
73,0.5053151,0.22130066,0.047532663,0.0004994869,0.0365
74,0.50529826,0.21849373,0.047530398,0.00050488114,0.037
75,0.50528145,0.21568681,0.047528118,0.00051030517,0.0375
76,0.50526464,0.21287994,0.047525853,0.0005156994,0.038
77,0.5052477,0.21007305,0.047523603,0.0005211234,0.0385
78,0.5052309,0.20726612,0.047521338,0.00052651763,0.039
79,0.5052141,0.20445924,0.047519073,0.00053194165,0.0395
80,0.5051972,0.2016523,0.047516808,0.0005373359,0.04
81,0.50518036,0.19884542,0.047514543,0.0005427897,0.0405
82,0.50516355,0.19603853,0.047512293,0.0005482137,0.041
83,0.5051467,0.19323166,0.047510013,0.00055363774,0.0415
84,0.5051299,0.19042474,0.047507778,0.00055906177,0.042
85,0.505113,0.18761784,0.047505513,0.000564456,0.0425
86,0.5050962,0.18481094,0.047503218,0.0005698502,0.043
87,0.5050793,0.18200402,0.047500953,0.0005752742,0.0435
88,0.50506246,0.17919713,0.047498688,0.00058066845,0.044
89,0.50504565,0.1763902,0.047496438,0.0005860925,0.0445
90,0.50502884,0.1735833,0.047494188,0.0005915463,0.045
91,0.5050119,0.17077646,0.047491893,0.0005969107,0.0455
92,0.5049951,0.16796958,0.047489658,0.00060233474,0.046
93,0.5049783,0.16516265,0.047487363,0.00060772896,0.0465
94,0.5049614,0.16235577,0.047485128,0.0006131828,0.047
95,0.50494456,0.15954882,0.047482863,0.0006186068,0.0475
96,0.50492775,0.15674196,0.047480598,0.0006239712,0.048
97,0.50491095,0.15393503,0.04747832,0.00062939525,0.0485
98,0.504894,0.15112811,0.04747607,0.00063481927,0.049
99,0.5048772,0.14832124,0.047473803,0.0006402433,0.0495
100,0.50486034,0.14551434,0.04747154,0.0006456673,0.05
101,0.5048435,0.14270741,0.047469288,0.00065106153,0.0505
102,0.50482666,0.13990054,0.047467023,0.00065648556,0.051
103,0.50480986,0.13709363,0.04746476,0.0006618798,0.0515
104,0.504793,0.13428673,0.04746248,0.0006673038,0.052
105,0.5047761,0.1314798,0.047460243,0.0006727278,0.0525
106,0.5047593,0.12867296,0.04745795,0.00067818165,0.053
107,0.50474244,0.12586606,0.047455713,0.00068357587,0.0535
108,0.5047256,0.12305909,0.047453433,0.0006889999,0.054
109,0.50470877,0.120252214,0.047451183,0.0006943941,0.0545
110,0.50469196,0.11744534,0.04744892,0.00069981813,0.055
111,0.5046751,0.11463841,0.047446653,0.00070524216,0.0555
112,0.5046582,0.11183151,0.04744439,0.0007106364,0.056
113,0.5046414,0.10902464,0.047442123,0.0007160604,0.0565
114,0.5046246,0.106217735,0.04743986,0.0007214844,0.057
115,0.5046077,0.10341083,0.04743761,0.00072690845,0.0575
116,0.50459087,0.10060396,0.047435343,0.00073230267,0.058
117,0.504574,0.09779703,0.047433063,0.0007377267,0.0585
118,0.5045572,0.0949901,0.0474308,0.0007431209,0.059
119,0.5045403,0.092183225,0.04742855,0.00074854493,0.0595
120,0.5045235,0.08937638,0.0474263,0.00075396895,0.06
121,0.50450665,0.08656942,0.04742402,0.000759393,0.0605
122,0.5044898,0.08376255,0.04742177,0.000764817,0.061
123,0.504473,0.08095559,0.047419503,0.0007702112,0.0615
124,0.5044561,0.078148745,0.04741724,0.00077560544,0.062
125,0.50443923,0.07534181,0.047414973,0.00078102946,0.0625
126,0.5044224,0.07253491,0.04741271,0.0007864535,0.063
127,0.5044056,0.06972801,0.04741043,0.0007918775,0.0635
128,0.50438875,0.06692114,0.04740818,0.00079730153,0.064
129,0.5043719,0.064114235,0.047405913,0.00080269575,0.0645
130,0.5043551,0.061307333,0.04740365,0.00080809,0.065
131,0.5043382,0.05850046,0.047401384,0.000813514,0.0655
132,0.50432134,0.05569353,0.04739912,0.000818938,0.066
133,0.5043045,0.052886598,0.04739687,0.00082436204,0.0665
134,0.50428766,0.050079726,0.04739462,0.00082978606,0.067
135,0.50427085,0.047272824,0.047392324,0.0008351803,0.0675
136,0.504254,0.044465892,0.04739009,0.0008406341,0.068
137,0.5042372,0.04165908,0.047387823,0.0008459985,0.0685
138,0.5042203,0.038852178,0.04738556,0.00085145235,0.069
139,0.50420344,0.036045186,0.047383294,0.0008568466,0.0695
140,0.50418663,0.033238314,0.04738103,0.0008622706,0.07
141,0.50416976,0.030431414,0.047378764,0.000867635,0.0705
142,0.50415295,0.027624512,0.0473765,0.00087308884,0.071
143,0.5041361,0.02481761,0.047374234,0.00087845325,0.0715
144,0.5041193,0.022010768,0.04737197,0.0008839071,0.072
145,0.5041024,0.019203806,0.04736969,0.0008893311,0.0725
146,0.50408554,0.016396904,0.04736744,0.0008947253,0.073
147,0.50406873,0.013590032,0.047365203,0.00090017915,0.0735
148,0.50405186,0.010783071,0.04736291,0.00090554357,0.074
149,0.50403506,0.007976199,0.04736066,0.0009109974,0.0745
150,0.50346684,0.006856734,0.047358558,0.00091812015,0.075
151,0.5020938,0.008201027,0.047356784,0.0009277761,0.0755
152,0.5007206,0.009545291,0.04735498,0.00093743205,0.076
153,0.4993475,0.010889554,0.047353193,0.000947088,0.0765
154,0.4979744,0.012233818,0.04735139,0.00095674396,0.077
155,0.49660128,0.0135780815,0.047349602,0.0009663999,0.0775
156,0.49522817,0.014922345,0.0473478,0.00097605586,0.078
157,0.49385506,0.016266609,0.04734601,0.0009857118,0.0785
158,0.49248195,0.017610902,0.047344223,0.0009953678,0.079
159,0.49110886,0.018955136,0.04734242,0.0010050237,0.0795
160,0.48973572,0.0202994,0.047340646,0.0010146797,0.08
161,0.4883626,0.021643663,0.04733883,0.0010243356,0.0805
162,0.4869895,0.022987926,0.04733704,0.0010339916,0.081
163,0.4856164,0.02433219,0.047335237,0.0010436177,0.0815
164,0.48424327,0.025676483,0.047333464,0.0010532737,0.082
165,0.48287016,0.027020747,0.047331676,0.0010629594,0.0825
166,0.48149705,0.02836501,0.047329873,0.0010726154,0.083
167,0.48012394,0.029709304,0.04732807,0.0010822713,0.0835
168,0.47875085,0.031053538,0.047326267,0.0010919273,0.084
169,0.4773777,0.03239786,0.047324494,0.0011015832,0.0845
170,0.4760046,0.033742093,0.047322676,0.0011112094,0.085
171,0.4746315,0.035086356,0.047320902,0.0011208653,0.0855
172,0.47325838,0.03643062,0.0473191,0.0011304915,0.086
173,0.47188526,0.037774853,0.04731731,0.001140207,0.0865
174,0.47051215,0.039119147,0.047315523,0.0011498332,0.087
175,0.46913904,0.04046341,0.04731372,0.0011594892,0.0875
176,0.46776593,0.041807704,0.047311902,0.0011691153,0.088
177,0.46639282,0.043151967,0.04731013,0.0011788011,0.0885
178,0.4650197,0.0444962,0.04730834,0.001188457,0.089
179,0.4636466,0.045840465,0.047306538,0.0011980832,0.0895
180,0.46227348,0.047184758,0.047304735,0.0012077689,0.09
181,0.46090037,0.04852899,0.047302946,0.0012173951,0.0905
182,0.45952725,0.049873285,0.04730116,0.0012270808,0.091
183,0.45815414,0.05121755,0.047299355,0.001236707,0.0915
184,0.45678103,0.052561812,0.047297582,0.0012463629,0.092
185,0.4554079,0.053906105,0.047295794,0.0012560189,0.0925
186,0.4540348,0.05525034,0.047293976,0.0012656748,0.093
187,0.4526617,0.056594633,0.047292188,0.0012753606,0.0935
188,0.45128858,0.057938866,0.0472904,0.0012849867,0.094
189,0.44991547,0.05928316,0.04728861,0.0012946427,0.0945
190,0.44854236,0.060627483,0.047286794,0.0013042986,0.095
191,0.44716924,0.061971717,0.04728502,0.0013139546,0.0955
192,0.44579613,0.06331598,0.047283217,0.0013235807,0.096
193,0.44442302,0.06466024,0.04728143,0.0013332665,0.0965
194,0.4430499,0.06600454,0.047279626,0.0013429224,0.097
195,0.4416768,0.06734871,0.047277853,0.0013525784,0.0975
196,0.44030368,0.068693034,0.04727605,0.0013622642,0.098
197,0.43893057,0.07003727,0.047274247,0.0013718605,0.0985
198,0.43755746,0.07138159,0.04727246,0.0013815463,0.099
199,0.43618432,0.072725825,0.047270656,0.0013911724,0.0995
200,0.43481123,0.07407012,0.047268853,0.0014008284,0.1
201,0.43343812,0.07541435,0.047267064,0.0014104545,0.1005
202,0.432065,0.076758645,0.047265276,0.0014201403,0.101
203,0.4306919,0.07810291,0.04726349,0.0014297962,0.1015
204,0.4293188,0.07944717,0.047261685,0.0014394522,0.102
205,0.42794567,0.08079141,0.047259897,0.0014491081,0.1025
206,0.42657256,0.08213573,0.047258094,0.0014587641,0.103
207,0.42519945,0.08347999,0.047256306,0.0014684498,0.1035
208,0.42382634,0.08482423,0.047254503,0.0014780462,0.104
209,0.4224532,0.08616852,0.04725273,0.0014877319,0.1045
210,0.4210801,0.087512754,0.04725091,0.0014973879,0.105
211,0.419707,0.08885702,0.047249123,0.0015070438,0.1055
212,0.41833386,0.09020125,0.047247306,0.0015166998,0.106
213,0.41696078,0.091545604,0.047245532,0.0015263259,0.1065
214,0.41558766,0.09288984,0.04724376,0.0015360117,0.107
215,0.41421452,0.09423413,0.04724194,0.0015456378,0.1075
216,0.4128414,0.095578365,0.047240153,0.0015553534,0.108
217,0.41146833,0.09692266,0.04723835,0.0015649796,0.1085
218,0.4100952,0.09826689,0.047236577,0.0015746355,0.109
219,0.4087221,0.099611185,0.04723476,0.0015842617,0.1095
220,0.407349,0.10095545,0.04723297,0.0015939176,0.11
221,0.40597588,0.10229968,0.047231168,0.0016035736,0.1105
222,0.40460274,0.103643976,0.047229394,0.0016132295,0.111
223,0.40322962,0.10498827,0.04722759,0.0016229153,0.1115
224,0.40185654,0.1063325,0.04722579,0.0016325712,0.112
225,0.4004834,0.10767674,0.047224,0.0016421974,0.1125
226,0.39911032,0.10902103,0.047222212,0.0016518533,0.113
227,0.3977372,0.110365294,0.047220424,0.0016615093,0.1135
228,0.39636403,0.11170953,0.047218606,0.0016711652,0.114
229,0.39499098,0.11305385,0.047216818,0.0016808212,0.1145
230,0.39361787,0.114398114,0.047215015,0.0016904473,0.115
231,0.39224473,0.11574241,0.047213227,0.0017001033,0.1155
232,0.39087164,0.11708661,0.047211424,0.001709789,0.116
233,0.38949853,0.118430905,0.047209635,0.0017194748,0.1165
234,0.38812542,0.11977514,0.047207847,0.0017290711,0.117
235,0.3867523,0.12111943,0.04720606,0.0017387569,0.1175
236,0.38537917,0.122463726,0.04720427,0.0017484128,0.118
237,0.38400605,0.12380799,0.047202453,0.001758039,0.1185
238,0.38263294,0.12515229,0.047200665,0.001767695,0.119
239,0.38125986,0.12649652,0.047198877,0.0017773509,0.1195
240,0.37988675,0.12784079,0.04719709,0.0017870367,0.12
241,0.3785136,0.12918508,0.047195286,0.0017966628,0.1205
242,0.37714052,0.13052931,0.047193512,0.0018063188,0.121
243,0.37576738,0.13187358,0.047191694,0.0018159747,0.1215
244,0.37439427,0.13321787,0.047189906,0.0018256307,0.122
245,0.37302116,0.13456208,0.047188118,0.0018352568,0.1225
246,0.37164804,0.13590643,0.047186315,0.0018449128,0.123
247,0.37027493,0.13725069,0.047184527,0.0018545985,0.1235
248,0.36890182,0.1385949,0.047182724,0.0018642247,0.124
249,0.3675287,0.13993922,0.047180936,0.0018739104,0.1245
250,0.3661556,0.14128342,0.047179133,0.0018835366,0.125
