,weight,bias
UTS_Al,-0.18,0.26
UTS_Si,3.05,1.55
UTS_AlSi2Sr,-1.77,0.05
YS_Al,-0.33,-0.02
YS_Si,3.06,1.34
YS_AlSi2Sr,-1.78,-0.18
EL_Al,-2.35,-0.89
EL_Si,-3.39,-1.24
EL_AlSi2Sr,1.54,0.11
