,weight,bias
UTS_Al_1,-41.77,235.61
UTS_Al_2,36.79,200.97
UTS_Si,301.49,200.58
UTS_AlSc2Si2,1418.14,203.83
YS_Al_1,-4.34,123.60
YS_Al_2,-3.82,123.69
YS_Si,-25.94,123.41
YS_AlSc2Si2,-353.15,125.55
EL_Al_1,7.41,3.86
EL_Al_2,-7.76,10.60
EL_Si,-62.83,10.63
EL_AlSc2Si2,-329.90,10.32
