,weight,bias
UTS_Al_1,-2.25,0.91
UTS_Al_2,1.98,-0.96
UTS_Si,16.26,-0.98
UTS_AlSc2Si2,76.47,-0.80
YS_Al_1,-0.33,0.13
YS_Al_2,-0.29,0.14
YS_Si,-1.97,0.12
YS_AlSc2Si2,-26.79,0.28
EL_Al_1,3.50,-1.42
EL_Al_2,-3.66,1.76
EL_Si,-29.67,1.78
EL_AlSc2Si2,-155.77,1.63
