0.354,0.449,-0.401,0.229
1.097,1.273,1.604,-0.126
0.427,1.125,1.284,0.044
0.643,1.058,1.975,-2.345
-0.352,0.460,1.129,-1.909
0.158,0.101,0.255,-0.264
1.443,-1.282,-0.498,-1.792
-0.880,0.726,0.912,-1.976
0.268,0.600,0.579,-1.589
-0.079,-0.125,0.932,-1.740
